,path
1249,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_50_0.wav
1250,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_232_3.wav
1251,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_277_3.wav
1252,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_426_2.wav
1253,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_76_3.wav
1254,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_214_0.wav
1255,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_368_1.wav
1256,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_445_1.wav
1257,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_165_9.wav
1258,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_400_1.wav
1259,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_150_0.wav
1260,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_115_0.wav
1261,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_133_3.wav
1262,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_176_3.wav
1263,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_90_0.wav
1264,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_310_1.wav
1265,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_128_0.wav
1266,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_291_0.wav
1267,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_373_2.wav
1268,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_271_5.wav
1269,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_355_1.wav
1270,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_234_5.wav
1271,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_229_0.wav
1272,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_336_2.wav
1273,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_28_0.wav
1274,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_190_0.wav
1275,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_92_2.wav
1276,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_357_3.wav
1277,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_210_4.wav
1278,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_419_0.wav
1279,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_293_2.wav
1280,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_371_0.wav
1281,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_149_1.wav
1282,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_11_4.wav
1283,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_334_0.wav
1284,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_49_1.wav
1285,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_2_3.wav
1286,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_248_1.wav
1287,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_192_2.wav
1288,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_54_4.wav
1289,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_192_3.wav
1290,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_49_0.wav
1291,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_248_0.wav
1292,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_11_5.wav
1293,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_54_5.wav
1294,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_210_5.wav
1295,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_2_2.wav
1296,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_334_1.wav
1297,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_371_1.wav
1298,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_149_0.wav
1299,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_357_2.wav
1300,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_92_3.wav
1301,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_229_1.wav
1302,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_28_1.wav
1303,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_419_1.wav
1304,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_293_3.wav
1305,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_190_1.wav
1306,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_128_1.wav
1307,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_234_4.wav
1308,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_271_4.wav
1309,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_310_0.wav
1310,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_90_1.wav
1311,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_355_0.wav
1312,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_291_1.wav
1313,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_133_2.wav
1314,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_445_0.wav
1315,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_400_0.wav
1316,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_176_2.wav
1317,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_165_8.wav
1318,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_368_0.wav
1319,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_33_2.wav
1320,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_232_2.wav
1321,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_277_2.wav
1322,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_15_1.wav
1323,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_214_1.wav
1324,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_251_1.wav
1325,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_76_2.wav
1326,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_50_1.wav
1327,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_152_3.wav
1328,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_309_1.wav
1329,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_395_0.wav
1330,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_131_0.wav
1331,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_174_0.wav
1332,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_447_2.wav
1333,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_424_1.wav
1334,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_288_0.wav
1335,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_402_2.wav
1336,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_31_0.wav
1337,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_74_0.wav
1338,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_275_0.wav
1339,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_230_0.wav
1340,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_89_0.wav
1341,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_17_3.wav
1342,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_52_3.wav
1343,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_216_3.wav
1344,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_326_10.wav
1345,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_439_4.wav
1346,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_253_3.wav
1347,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_397_0.wav
1348,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_189_0.wav
1349,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_189_2.wav
1350,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_230_2.wav
1351,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_31_2.wav
1352,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_74_2.wav
1353,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_439_6.wav
1354,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_52_1.wav
1355,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_253_1.wav
1356,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_216_1.wav
1357,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_266_8.wav
1358,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_89_2.wav
1359,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_17_1.wav
1360,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_402_0.wav
1361,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_326_12.wav
1362,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_447_0.wav
1363,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_152_1.wav
1364,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_309_3.wav
1365,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_288_2.wav
1366,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_131_2.wav
1367,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_277_0.wav
1368,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_76_0.wav
1369,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_395_2.wav
1370,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_33_0.wav
1371,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_15_3.wav
1372,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_232_0.wav
1373,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_6_4.wav
1374,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_176_0.wav
1375,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_400_2.wav
1376,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_426_1.wav
1377,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_445_2.wav
1378,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_133_0.wav
1379,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_368_2.wav
1380,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_291_3.wav
1381,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_336_1.wav
1382,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_90_3.wav
1383,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_373_1.wav
1384,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_56_5.wav
1385,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_271_6.wav
1386,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_355_2.wav
1387,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_28_3.wav
1388,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_310_2.wav
1389,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_443_4.wav
1390,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_419_3.wav
1391,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_92_1.wav
1392,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_293_1.wav
1393,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_149_2.wav
1394,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_312_0.wav
1395,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_2_0.wav
1396,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_210_7.wav
1397,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_357_0.wav
1398,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_192_1.wav
1399,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_248_2.wav
1400,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_248_3.wav
1401,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_192_0.wav
1402,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_312_1.wav
1403,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_357_1.wav
1404,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_2_1.wav
1405,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_149_3.wav
1406,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_419_2.wav
1407,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_371_2.wav
1408,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_210_6.wav
1409,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_28_2.wav
1410,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_92_0.wav
1411,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_293_0.wav
1412,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_336_0.wav
1413,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_355_3.wav
1414,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_271_7.wav
1415,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_156_4.wav
1416,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_373_0.wav
1417,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_291_2.wav
1418,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_56_4.wav
1419,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_176_1.wav
1420,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_133_1.wav
1421,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_90_2.wav
1422,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_368_3.wav
1423,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_15_2.wav
1424,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_445_3.wav
1425,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_400_3.wav
1426,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_426_0.wav
1427,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_251_2.wav
1428,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_50_2.wav
1429,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_6_5.wav
1430,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_76_1.wav
1431,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_232_1.wav
1432,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_277_1.wav
1433,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_33_1.wav
1434,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_152_0.wav
1435,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_117_0.wav
1436,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_96_4.wav
1437,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_395_3.wav
1438,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_309_2.wav
1439,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_402_1.wav
1440,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_89_3.wav
1441,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_424_2.wav
1442,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_447_1.wav
1443,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_52_0.wav
1444,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_253_0.wav
1445,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_266_9.wav
1446,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_17_0.wav
1447,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_230_3.wav
1448,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_439_7.wav
1449,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_216_0.wav
1450,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_73_2.wav
1451,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_272_2.wav
1452,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_237_2.wav
1453,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_397_1.wav
1454,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_10_1.wav
1455,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_335_5.wav
1456,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_211_1.wav
1457,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_110_1.wav
1458,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_390_0.wav
1459,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_328_0.wav
1460,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_55_1.wav
1461,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_254_1.wav
1462,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_440_0.wav
1463,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_155_1.wav
1464,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_48_4.wav
1465,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_249_4.wav
1466,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_235_0.wav
1467,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_405_0.wav
1468,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_34_0.wav
1469,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_270_0.wav
1470,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_256_3.wav
1471,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_57_3.wav
1472,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_12_3.wav
1473,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_71_0.wav
1474,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_134_0.wav
1475,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_213_3.wav
1476,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_392_2.wav
1477,CSW/empathy/MaSaC empathy detection/train/train_1/audios/train_29_5.wav
